PRODUCTO,AÑO,MES,TIPOCOMPRA,HOSPITAL,TGL,CANTIDADCOMPRA
APOSITO DE HIDROFIBRA  / CINTA-18,2018,10,Compra menor,18,TRANSITO,50
HIDROGEL-37,2018,10,Compra menor,10,ALMACENABLE,285
APÓSITO TRANSPARENTE ADHESIVO-24,2018,10,Compra menor,10,ALMACENABLE,1600
APOSITO DE ESPUMA POLIURETANO-8,2018,10,Concurso,4,ALMACENABLE,60
APOSITO DE HIDROCOLOIDE-6,2018,10,Concurso,10,ALMACENABLE,670
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2018,10,Compra menor,10,ALMACENABLE,80
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2019,10,Compra menor,11,TRANSITO,2
APOSITO DE HIDROFIBRA  / CINTA-18,2019,10,Compra menor,18,TRANSITO,50
APOSITO DE HIDROFIBRA  / CINTA-18,2019,10,Compra menor,11,TRANSITO,10
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,10,Concurso,13,ALMACENABLE,600
APÓSITO ABSORBENTE C/ ADHESIVO-22,2019,10,Concurso,13,ALMACENABLE,640
APÓSITO ABSORBENTE C/ ADHESIVO-23,2019,10,Concurso,0,ALMACENABLE,480
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2019,10,Compra menor,18,ALMACENABLE,5000
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2019,10,Compra menor,12,TRANSITO,12
APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,2019,10,Compra menor,18,TRANSITO,10
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,10,Compra menor,15,TRANSITO,4
APOSITO DE HIDROCOLOIDE-7,2020,10,Concurso,10,ALMACENABLE,65
APOSITO DE HIDROCOLOIDE-9,2020,10,Concurso,0,ALMACENABLE,1008
APOSITO DE FIBRAS DE POLIACRILATO-3,2020,10,Concurso,0,ALMACENABLE,80
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2020,10,Concurso,0,ALMACENABLE,120
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,10,Compra menor,4,ALMACENABLE,50
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,10,Compra menor,18,ALMACENABLE,60
APOSITO DE HIDROCOLOIDE-3,2021,10,Concurso,10,ALMACENABLE,255
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2021,10,Compra menor,11,TRANSITO,25
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2021,10,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2021,10,Compra menor,11,TRANSITO,5
APÓSITO TRANSPARENTE ADHESIVO-20,2021,10,Concurso,18,ALMACENABLE,600
APÓSITO TRANSPARENTE ADHESIVO-24,2021,10,Concurso,0,ALMACENABLE,2000
HIDROGEL-37,2021,10,Concurso,10,ALMACENABLE,250
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,10,Concurso,10,ALMACENABLE,180
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,10,Compra menor,12,TRANSITO,12
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2016,11,Concurso,0,ALMACENABLE,50
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2016,11,Concurso,4,ALMACENABLE,20
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2016,11,Concurso,10,ALMACENABLE,100
APOSITO DE HIDROFIBRA  / CINTA-18,2016,11,Compra menor,11,TRANSITO,5
APÓSITO TRANSPARENTE ADHESIVO-20,2016,11,Compra menor,4,ALMACENABLE,400
APÓSITO TRANSPARENTE ADHESIVO-24,2016,11,Compra menor,0,ALMACENABLE,1200
APOSITO DE HIDROCOLOIDE-9,2016,11,Compra menor,10,ALMACENABLE,57
APOSITO DE HIDROCOLOIDE-9,2016,11,Compra menor,4,ALMACENABLE,120
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2016,11,Compra menor,6,ALMACENABLE,7000
APOSITO DE HIDROCOLOIDE-6,2016,11,Concurso,10,ALMACENABLE,630
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2016,11,Compra menor,10,ALMACENABLE,20
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2017,11,Concurso,10,ALMACENABLE,550
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2017,11,Concurso,0,ALMACENABLE,100
APOSITO MALLADO C/ PARAFINA-38,2017,11,Concurso,10,ALMACENABLE,830
APOSITO DE HIDROCOLOIDE-9,2017,11,Compra menor,0,ALMACENABLE,1260
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2018,11,Compra menor,0,ALMACENABLE,50
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2018,11,Compra menor,10,ALMACENABLE,60
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2018,11,Concurso,0,ALMACENABLE,50
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2018,11,Concurso,10,ALMACENABLE,450
HIDROGEL-37,2018,11,Compra menor,0,ALMACENABLE,60
APÓSITO TRANSPARENTE ADHESIVO-24,2018,11,Compra menor,18,ALMACENABLE,2000
APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,2018,11,Concurso,6,TRANSITO,350
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2018,11,Compra menor,0,ALMACENABLE,120
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2018,11,Compra menor,12,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2018,11,Compra menor,0,ALMACENABLE,50
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2018,11,Compra menor,0,ALMACENABLE,50
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2019,11,Compra menor,18,TRANSITO,1
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2019,11,Compra menor,18,TRANSITO,10
APOSITO DE HIDROFIBRA  / CINTA-18,2019,11,Compra menor,11,TRANSITO,5
APOSITO DE HIDROFIBRA  / CINTA-18,2019,11,Compra menor,4,TRANSITO,20
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2019,11,Compra menor,4,TRANSITO,5
APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,2019,11,Compra menor,4,TRANSITO,5
APÓSITO TRANSPARENTE ADHESIVO-24,2019,11,Compra menor,18,ALMACENABLE,2000
APOSITO DE ESPUMA POLIURETANO-8,2019,11,Concurso,10,ALMACENABLE,210
APOSITO DE HIDROCOLOIDE-9,2019,11,Compra menor,18,ALMACENABLE,240
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2019,11,Compra menor,10,ALMACENABLE,100
APOSITO C/ CARBON Y PLATA-4,2019,11,Concurso,18,ALMACENABLE,170
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,2019,11,Compra menor,4,TRANSITO,4
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2021,11,Compra menor,18,TRANSITO,5
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2021,11,Compra menor,18,TRANSITO,2
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,11,Compra menor,18,ALMACENABLE,280
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2021,11,Concurso,10,ALMACENABLE,450
HIDROGEL-37,2021,11,Concurso,13,ALMACENABLE,300
APOSITO MALLADO C/ PARAFINA-39,2021,11,Concurso,10,ALMACENABLE,300
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,11,Concurso,13,ALMACENABLE,1000
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2021,11,Concurso,18,ALMACENABLE,50
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,2021,11,Compra menor,11,TRANSITO,5
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2022,11,Concurso,10,ALMACENABLE,300
APOSITO DE ESPUMA POLIURETANO-8,2022,11,Concurso,4,ALMACENABLE,180
APOSITO MALLADO C/ PARAFINA-38,2022,11,Compra menor,10,ALMACENABLE,230
APOSITO DE HIDROCOLOIDE-9,2022,11,Concurso,10,ALMACENABLE,228
APOSITO DE HIDROCOLOIDE-6,2022,11,Concurso,13,ALMACENABLE,500
APOSITO ABSORBENTE S/ ADHESIVO-25,2022,11,Compra menor,10,ALMACENABLE,200
TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,2015,1,Compra menor,13,ALMACENABLE,350
APOSITO DE HIDROCOLOIDE-3,2015,1,Compra menor,10,ALMACENABLE,315
APÓSITO TRANSPARENTE ADHESIVO-24,2015,1,Compra menor,10,ALMACENABLE,2000
APÓSITO ABSORBENTE C/ ADHESIVO-22,2015,1,Compra menor,13,ALMACENABLE,640
APÓSITO ABSORBENTE C/ ADHESIVO-23,2015,1,Compra menor,18,ALMACENABLE,1800
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2015,1,Compra menor,0,ALMACENABLE,100
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2015,1,Compra menor,10,ALMACENABLE,100
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2017,1,Concurso,10,ALMACENABLE,50
APOSITO DE HIDROCOLOIDE-9,2017,1,Compra menor,4,ALMACENABLE,75
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2017,1,Compra menor,18,ALMACENABLE,1000
APOSITO DE HIDROCOLOIDE-6,2017,1,Concurso,10,ALMACENABLE,700
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2017,1,Compra menor,13,ALMACENABLE,600
APOSITO DE HIDROCOLOIDE-3,2018,1,Concurso,10,ALMACENABLE,300
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2019,1,Compra menor,18,ALMACENABLE,80
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,1,Concurso,18,ALMACENABLE,235
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2019,1,Compra menor,0,TRANSITO,25
APOSITO DE HIDROCOLOIDE-7,2019,1,Concurso,18,ALMACENABLE,130
APOSITO DE HIDROCOLOIDE-7,2019,1,Concurso,0,ALMACENABLE,60
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,1,Concurso,13,ALMACENABLE,600
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,1,Concurso,0,ALMACENABLE,200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,1,Concurso,10,ALMACENABLE,200
APÓSITO ABSORBENTE C/ ADHESIVO-22,2019,1,Concurso,0,ALMACENABLE,1280
APÓSITO ABSORBENTE C/ ADHESIVO-22,2019,1,Concurso,18,ALMACENABLE,3840
APÓSITO ABSORBENTE C/ ADHESIVO-23,2019,1,Concurso,0,ALMACENABLE,480
APÓSITO ABSORBENTE C/ ADHESIVO-23,2019,1,Concurso,4,ALMACENABLE,480
APOSITO DE ESPUMA POLIURETANO-8,2019,1,Concurso,10,ALMACENABLE,160
APOSITO DE ESPUMA POLIURETANO-8,2019,1,Concurso,18,ALMACENABLE,110
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,1,Compra menor,13,ALMACENABLE,500
APOSITO C/ CARBON Y PLATA-4,2019,1,Concurso,18,ALMACENABLE,170
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,1,Compra menor,11,TRANSITO,2
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,1,Compra menor,0,ALMACENABLE,100
APOSITO DE HIDROFIBRA  / CINTA-18,2020,1,Compra menor,11,TRANSITO,10
APOSITO DE HIDROCOLOIDE-7,2020,1,Concurso,18,ALMACENABLE,130
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2020,1,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2020,1,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2020,1,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2020,1,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2020,1,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2020,1,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,2020,1,Compra menor,11,TRANSITO,5
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2020,1,Compra menor,0,ALMACENABLE,100
APÓSITO TRANSPARENTE ADHESIVO-24,2020,1,Compra menor,0,ALMACENABLE,1200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2020,1,Compra menor,10,ALMACENABLE,120
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2020,1,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2020,1,Compra menor,12,TRANSITO,12
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2020,1,Compra menor,11,TRANSITO,20
EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,2020,1,Compra menor,4,TRANSITO,3
APOSITO DE HIDROFIBRA  / CINTA-18,2015,2,Compra menor,4,TRANSITO,20
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2015,2,Compra menor,6,ALMACENABLE,210
APOSITO DE ESPUMA POLIURETANO-8,2015,2,Compra menor,6,ALMACENABLE,80
APOSITO DE HIDROCOLOIDE-6,2016,2,Compra menor,10,ALMACENABLE,600
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2017,2,Concurso,6,ALMACENABLE,200
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2017,2,Compra menor,18,ALMACENABLE,1000
APOSITO MALLADO C/ PARAFINA-39,2017,2,Concurso,6,ALMACENABLE,130
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2018,2,Concurso,0,ALMACENABLE,50
APOSITO DE HIDROFIBRA  / CINTA-18,2018,2,Compra menor,4,TRANSITO,20
HIDROGEL-37,2018,2,Compra menor,13,ALMACENABLE,300
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2018,2,Concurso,0,ALMACENABLE,100
APÓSITO ABSORBENTE C/ ADHESIVO-22,2018,2,Concurso,18,ALMACENABLE,3840
APOSITO MALLADO C/ SILICONA-0,2018,2,Concurso,0,ALMACENABLE,70
APOSITO MALLADO C/ PARAFINA-38,2018,2,Concurso,0,ALMACENABLE,80
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2018,2,Compra menor,0,ALMACENABLE,240
APOSITO ABSORBENTE S/ ADHESIVO-25,2018,2,Compra menor,10,ALMACENABLE,300
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2018,2,Compra menor,18,ALMACENABLE,20
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2021,2,Compra menor,11,TRANSITO,2
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,2,Compra menor,10,ALMACENABLE,150
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,2,Compra menor,4,ALMACENABLE,40
EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,2021,2,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2021,2,Compra menor,18,TRANSITO,20
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2021,2,Compra menor,18,TRANSITO,15
APÓSITO TRANSPARENTE ADHESIVO-20,2021,2,Concurso,4,ALMACENABLE,400
APÓSITO ABSORBENTE C/ ADHESIVO-22,2021,2,Concurso,0,ALMACENABLE,1800
APOSITO ABSORBENTE S/ ADHESIVO-25,2021,2,Compra menor,10,ALMACENABLE,200
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,2,Compra menor,12,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2021,2,Concurso,0,ALMACENABLE,100
EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,2021,2,Compra menor,18,TRANSITO,3
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,2,Compra menor,7,ALMACENABLE,60
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2022,2,Concurso,10,ALMACENABLE,600
APOSITO DE HIDROFIBRA  / CINTA-18,2022,2,Compra menor,3,TRANSITO,30
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2022,2,Concurso,7,ALMACENABLE,120
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,2,Compra menor,18,TRANSITO,10
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,2,Compra menor,18,TRANSITO,10
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,2,Compra menor,18,TRANSITO,20
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2022,2,Compra menor,18,TRANSITO,5
HIDROGEL-37,2022,2,Concurso,4,ALMACENABLE,100
APOSITO DE ESPUMA POLIURETANO-8,2022,2,Concurso,4,ALMACENABLE,120
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,2,Concurso,18,ALMACENABLE,50
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2022,2,Concurso,4,ALMACENABLE,50
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2022,2,Concurso,10,ALMACENABLE,140
EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,2022,2,Compra menor,18,TRANSITO,3
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2015,3,Compra menor,4,ALMACENABLE,30
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2015,3,Compra menor,18,ALMACENABLE,400
APOSITO DE HIDROFIBRA  / CINTA-18,2015,3,Compra menor,4,TRANSITO,20
APOSITO DE HIDROFIBRA  / CINTA-18,2015,3,Compra menor,11,TRANSITO,30
APOSITO DE HIDROFIBRA  / CINTA-18,2015,3,Compra menor,12,TRANSITO,40
APOSITO DE HIDROCOLOIDE-7,2015,3,Compra menor,0,ALMACENABLE,200
APÓSITO TRANSPARENTE ADHESIVO-24,2015,3,Compra menor,0,ALMACENABLE,800
APÓSITO ABSORBENTE C/ ADHESIVO-22,2015,3,Compra menor,13,ALMACENABLE,640
APOSITO MALLADO C/ SILICONA-0,2015,3,Compra menor,18,ALMACENABLE,420
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2016,3,Compra menor,18,ALMACENABLE,350
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2016,3,Compra menor,0,ALMACENABLE,200
APOSITO MALLADO C/ SILICONA-0,2016,3,Compra menor,18,ALMACENABLE,420
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2016,3,Compra menor,0,ALMACENABLE,200
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2017,3,Compra menor,18,TRANSITO,5
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2017,3,Concurso,4,ALMACENABLE,30
APÓSITO ABSORBENTE C/ ADHESIVO-22,2017,3,Compra menor,4,ALMACENABLE,640
APOSITO MALLADO C/ PARAFINA-38,2017,3,Concurso,0,ALMACENABLE,100
APOSITO MALLADO C/ PARAFINA-38,2017,3,Concurso,6,ALMACENABLE,360
APOSITO DE HIDROCOLOIDE-7,2017,3,Concurso,10,ALMACENABLE,100
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,3,Compra menor,10,TRANSITO,5
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,3,Compra menor,18,ALMACENABLE,80
EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,2020,3,Compra menor,11,TRANSITO,20
APÓSITO TRANSPARENTE ADHESIVO-20,2020,3,Compra menor,4,ALMACENABLE,400
APOSITO MALLADO C/ SILICONA-0,2020,3,Compra menor,10,ALMACENABLE,350
APOSITO DE HIDROCOLOIDE-9,2020,3,Compra menor,4,ALMACENABLE,90
APOSITO DE HIDROCOLOIDE-6,2020,3,Concurso,10,ALMACENABLE,600
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2020,3,Compra menor,10,ALMACENABLE,110
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,3,Compra menor,0,ALMACENABLE,100
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2021,3,Concurso,10,ALMACENABLE,450
APOSITO DE HIDROFIBRA  / CINTA-18,2021,3,Compra menor,11,TRANSITO,5
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,3,Concurso,18,ALMACENABLE,210
APOSITO DE HIDROCOLOIDE-3,2021,3,Concurso,18,ALMACENABLE,55
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2021,3,Compra menor,18,TRANSITO,10
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2021,3,Compra menor,18,TRANSITO,10
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2021,3,Concurso,10,ALMACENABLE,170
APÓSITO ABSORBENTE C/ ADHESIVO-23,2021,3,Concurso,18,ALMACENABLE,1800
HIDROGEL-37,2021,3,Concurso,13,ALMACENABLE,300
APOSITO DE ESPUMA POLIURETANO-8,2021,3,Concurso,18,ALMACENABLE,110
APOSITO MALLADO C/ PARAFINA-38,2021,3,Concurso,18,ALMACENABLE,290
APOSITO DE FIBRAS DE POLIACRILATO-3,2021,3,Concurso,18,ALMACENABLE,60
APOSITO MALLADO C/ PARAFINA-39,2021,3,Concurso,18,ALMACENABLE,200
APOSITO C/ CARBON Y PLATA-4,2021,3,Concurso,18,ALMACENABLE,150
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2021,3,Concurso,18,ALMACENABLE,100
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2021,3,Concurso,18,ALMACENABLE,90
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,3,Compra menor,0,ALMACENABLE,100
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2022,3,Compra menor,1,TRANSITO,10
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2022,3,Concurso,10,ALMACENABLE,310
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2022,3,Concurso,13,ALMACENABLE,1000
APOSITO MALLADO C/ PARAFINA-38,2022,3,Concurso,10,ALMACENABLE,130
APOSITO DE FIBRAS DE POLIACRILATO-3,2022,3,Concurso,10,ALMACENABLE,110
EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,2022,3,Compra menor,7,TRANSITO,10
APÓSITO TRANSPARENTE ADHESIVO-24,2015,4,Compra menor,0,ALMACENABLE,1200
APOSITO C/ CARBON Y PLATA-6,2015,4,Concurso,10,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE-6,2015,4,Compra menor,10,ALMACENABLE,600
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2015,4,Compra menor,0,ALMACENABLE,200
APOSITO C/ CARBON Y PLATA-4,2015,4,Compra menor,18,ALMACENABLE,200
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2018,4,Compra menor,4,ALMACENABLE,30
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2018,4,Compra menor,10,ALMACENABLE,150
HIDROGEL-37,2018,4,Compra menor,10,ALMACENABLE,300
APÓSITO ABSORBENTE C/ ADHESIVO-23,2018,4,Concurso,18,ALMACENABLE,1440
APOSITO DE HIDROCOLOIDE-6,2018,4,Concurso,10,ALMACENABLE,800
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2018,4,Compra menor,13,ALMACENABLE,600
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2019,4,Compra menor,0,ALMACENABLE,80
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2019,4,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2019,4,Compra menor,18,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2019,4,Compra menor,0,ALMACENABLE,60
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2019,4,Compra menor,10,TRANSITO,10
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2021,4,Compra menor,11,TRANSITO,2
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2021,4,Compra menor,11,TRANSITO,10
TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,2021,4,Compra menor,10,ALMACENABLE,350
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,4,Concurso,10,ALMACENABLE,205
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,4,Concurso,13,ALMACENABLE,800
APÓSITO ABSORBENTE C/ ADHESIVO-23,2021,4,Concurso,18,ALMACENABLE,1800
APOSITO MALLADO C/ PARAFINA-38,2021,4,Concurso,13,ALMACENABLE,500
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2021,4,Compra menor,10,ALMACENABLE,100
APOSITO DE ALGINATO C/ PLATA-6,2021,4,Concurso,10,ALMACENABLE,100
APOSITO MALLADO C/ PARAFINA-39,2021,4,Concurso,10,ALMACENABLE,420
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,4,Concurso,10,ALMACENABLE,140
APÓSITO TRANSPARENTE ADHESIVO-20,2016,5,Compra menor,6,ALMACENABLE,400
APÓSITO ABSORBENTE C/ ADHESIVO-22,2016,5,Compra menor,13,ALMACENABLE,640
APOSITO DE HIDROCOLOIDE-9,2016,5,Compra menor,4,ALMACENABLE,42
APOSITO DE HIDROCOLOIDE-9,2016,5,Compra menor,18,ALMACENABLE,270
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2016,5,Compra menor,0,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2017,5,Compra menor,0,TRANSITO,50
